transaction_id,user_id,merchant_id,device_id,amount,hour,day_of_week,transaction_amount_deviation,is_high_value,is_odd_hour,upi_channel,transaction_status,merchant_category,device_os,default_city,default_state,transaction_city,transaction_state,fraud
6096,1571,1150,964,4308.31,2,Tuesday,-36.8,1,1,BHIM,Completed,DTH Recharge,Windows,Bikaner,Rajasthan,Korba,Chhattisgarh,1
6097,1406,355,274,223.1,12,Saturday,91.0,0,0,Paytm,Completed,Water Bill,iOS,Mangalore,Karnataka,Bhiwandi,Maharashtra,0
6098,1662,293,156,2359.28,19,Friday,70.68,0,0,GPay,Pending,Travel Booking,Windows,Davanagere,Karnataka,Gurgaon,Haryana,0
6099,1206,378,748,1318.31,15,Monday,-0.62,0,0,Paytm,Failed,Electricity Bill,iOS,Rourkela,Odisha,Ratlam,Madhya Pradesh,0
6100,441,221,709,1186.65,23,Tuesday,-44.29,0,1,GPay,Completed,Water Bill,Android,Raichur,Karnataka,Alwar,Rajasthan,1
6101,215,619,843,3733.9,7,Friday,-38.56,1,0,PhonePe,Pending,Electricity Bill,Windows,Guntur,Andhra Pradesh,Lucknow,Uttar Pradesh,1
6102,1894,1012,653,2723.52,10,Tuesday,41.96,0,0,Paytm,Failed,Online Shopping,MacOS,Malegaon,Maharashtra,Etawah,Uttar Pradesh,0
6103,1219,1011,541,2197.27,12,Monday,9.35,0,0,Paytm,Failed,Water Bill,iOS,Sikar,Rajasthan,Rajahmundry,Andhra Pradesh,0
6104,351,1101,238,42.59,11,Friday,-18.49,0,0,Paytm,Pending,Travel Booking,MacOS,Bhubaneswar,Odisha,Jodhpur,Rajasthan,0
6105,1909,1427,864,1934.83,6,Thursday,62.99,0,0,BHIM,Completed,Electricity Bill,Android,Kanpur,Uttar Pradesh,Nellore,Andhra Pradesh,0
6106,1874,110,991,4561.6,0,Thursday,-46.02,1,1,BHIM,Completed,Travel Booking,Windows,Nellore,Andhra Pradesh,Gopalpur,Odisha,1
6107,887,1369,640,1353.16,14,Monday,69.98,0,0,GPay,Failed,Travel Booking,Windows,Durg,Chhattisgarh,Coimbatore,Tamil Nadu,1
6108,208,1415,420,893.82,18,Tuesday,-79.75,0,0,GPay,Pending,Travel Booking,Windows,Kadapa,Andhra Pradesh,Panihati,West Bengal,0
6109,1251,1330,43,462.71,0,Wednesday,12.2,0,1,BHIM,Completed,Travel Booking,MacOS,Kadapa,Andhra Pradesh,Rewa,Madhya Pradesh,0
6110,321,97,389,339.75,21,Friday,-93.05,0,0,PhonePe,Pending,Online Shopping,MacOS,Kanpur,Uttar Pradesh,Pimpri-Chinchwad,Maharashtra,0
6111,527,440,187,3322.39,20,Sunday,59.48,1,0,Paytm,Completed,Healthcare Services,MacOS,Khammam,Telangana,Dehradun,Uttarakhand,0
6112,585,304,973,3540.21,11,Sunday,-1.69,1,0,BHIM,Completed,Mobile Recharge,Android,Ajmer,Rajasthan,Pali,Rajasthan,0
6113,1859,282,789,4307.39,0,Saturday,13.88,1,1,PhonePe,Failed,Water Bill,MacOS,Bihar Sharif,Bihar,Pimpri-Chinchwad,Maharashtra,1
6114,633,548,399,2215.12,17,Saturday,86.22,0,0,PhonePe,Completed,Healthcare Services,MacOS,Kanpur,Uttar Pradesh,Ahmedabad,Gujarat,0
6115,151,1182,222,1000.61,9,Wednesday,39.67,0,0,BHIM,Pending,Healthcare Services,iOS,Kamarhati,West Bengal,Anantapur,Andhra Pradesh,0
6116,521,297,698,2318.3,15,Friday,11.66,0,0,GPay,Completed,Online Shopping,MacOS,Nagpur,Maharashtra,Cuttack,Odisha,1
6117,1978,895,680,660.24,9,Friday,18.6,0,0,BHIM,Failed,Electricity Bill,Windows,Rajahmundry,Andhra Pradesh,Nanded,Maharashtra,0
6118,1061,455,870,573.53,1,Sunday,49.34,0,1,Paytm,Pending,Travel Booking,Android,Lucknow,Uttar Pradesh,Raipur,Chhattisgarh,0
6119,610,1003,721,3327.73,22,Saturday,13.78,1,0,BHIM,Pending,DTH Recharge,iOS,Bilaspur,Chhattisgarh,Ratlam,Madhya Pradesh,1
6120,645,1424,574,4418.01,10,Thursday,-90.09,1,0,GPay,Failed,DTH Recharge,MacOS,Salem,Tamil Nadu,Bokaro,Jharkhand,1
6121,1855,1446,586,586.89,11,Tuesday,-55.58,0,0,Paytm,Pending,Water Bill,iOS,Nagpur,Maharashtra,Vijayawada,Andhra Pradesh,0
6122,879,631,419,2405.96,10,Monday,62.77,0,0,BHIM,Failed,Mobile Recharge,MacOS,Faridabad,Haryana,Aligarh,Uttar Pradesh,1
6123,286,1500,371,1769.99,19,Monday,89.74,0,0,BHIM,Completed,Online Shopping,Android,Indore,Madhya Pradesh,Tiruppur,Tamil Nadu,0
6124,1269,560,61,1780.59,4,Friday,-43.94,0,1,Paytm,Pending,Education Fees,Android,Ambarnath,Maharashtra,Kurnool,Andhra Pradesh,0
6125,773,813,958,3572.41,20,Wednesday,-56.05,1,0,BHIM,Failed,Education Fees,MacOS,Rajpur Sonarpur,West Bengal,Gorakhpur,Uttar Pradesh,0
6126,805,1197,783,830.99,20,Sunday,55.75,0,0,Paytm,Completed,Mobile Recharge,Windows,Gopalpur,Odisha,Hyderabad,Telangana,0
6127,1437,524,765,4361.35,6,Saturday,-43.26,1,0,PhonePe,Completed,DTH Recharge,Windows,Kulti,West Bengal,Begusarai,Bihar,0
6128,246,628,409,1420.99,15,Wednesday,2.74,0,0,GPay,Completed,Electricity Bill,iOS,Purnia,Bihar,Hyderabad,Telangana,0
6129,1714,109,343,960.32,5,Monday,-26.86,0,1,GPay,Failed,Travel Booking,iOS,Parbhani,Maharashtra,Eluru,Andhra Pradesh,0
6130,1191,118,426,2406.89,10,Wednesday,-29.31,0,0,GPay,Completed,Healthcare Services,Windows,Jalandhar,Punjab,Junagadh,Gujarat,0
6131,75,658,470,86.12,23,Friday,-90.11,0,1,PhonePe,Completed,Mobile Recharge,Windows,Dhule,Maharashtra,Gorakhpur,Uttar Pradesh,0
6132,121,1348,956,4514.53,16,Wednesday,-25.52,1,0,PhonePe,Pending,DTH Recharge,iOS,Gwalior,Madhya Pradesh,Gulbarga,Karnataka,1
6133,564,77,10,747.22,23,Saturday,63.6,0,1,Paytm,Failed,Gas Bill,Windows,Bhagalpur,Bihar,Raipur,Chhattisgarh,0
6134,1200,659,917,3960.62,18,Thursday,39.63,1,0,PhonePe,Completed,Healthcare Services,Windows,Kirari Suleman Nagar,Delhi,Meerut,Uttar Pradesh,1
6135,1865,1175,604,4565.14,20,Monday,-85.98,1,0,Paytm,Completed,Travel Booking,Android,Tiruppur,Tamil Nadu,Khammam,Telangana,0
6136,888,802,347,4050.79,1,Monday,-76.38,1,1,Paytm,Pending,Healthcare Services,iOS,Mirzapur,Uttar Pradesh,Aligarh,Uttar Pradesh,1
6137,1572,1,210,3353.23,4,Friday,-69.77,1,1,PhonePe,Completed,Food Delivery,Android,Warangal,Telangana,Bardhaman,West Bengal,0
6138,813,146,684,3112.01,4,Monday,-6.05,1,1,Paytm,Failed,Online Shopping,Android,Parbhani,Maharashtra,Bharatpur,Rajasthan,1
6139,1341,857,347,604.16,5,Tuesday,-87.36,0,1,GPay,Failed,Water Bill,iOS,Kulti,West Bengal,Nanded,Maharashtra,0
6140,1839,837,301,591.96,4,Sunday,-53.09,0,1,PhonePe,Completed,Healthcare Services,Windows,Loni,Uttar Pradesh,Gaya,Bihar,1
6141,768,428,559,4324.28,7,Saturday,-27.5,1,0,Paytm,Completed,Healthcare Services,Android,Gulbarga,Karnataka,Jammu,Jammu and Kashmir,0
6142,1899,945,38,537.19,19,Sunday,-76.55,0,0,GPay,Failed,Mobile Recharge,Windows,Tirunelveli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,0
6143,1988,1480,920,1276.48,16,Saturday,33.27,0,0,PhonePe,Completed,Gas Bill,MacOS,Ghaziabad,Uttar Pradesh,Nanded,Maharashtra,0
6144,263,1239,593,4864.54,10,Friday,-84.35,1,0,PhonePe,Pending,Gas Bill,Android,Farrukhabad,Uttar Pradesh,North Dumdum,West Bengal,1
6145,1955,529,108,4198.06,21,Tuesday,-41.71,1,0,BHIM,Completed,Education Fees,MacOS,Jamnagar,Gujarat,Mumbai,Maharashtra,0
6146,20,703,736,1407.63,16,Monday,86.8,0,0,Paytm,Failed,Travel Booking,Android,Cuttack,Odisha,Aizawl,Mizoram,0
6147,872,127,258,546.0,10,Monday,-59.58,0,0,BHIM,Failed,Online Shopping,Android,Muzaffarnagar,Uttar Pradesh,Bhavnagar,Gujarat,0
6148,483,433,788,315.99,9,Sunday,-11.38,0,0,BHIM,Pending,Food Delivery,Windows,Imphal,Manipur,Kirari Suleman Nagar,Delhi,1
6149,1380,7,460,2676.93,1,Tuesday,-32.78,0,1,Paytm,Pending,Mobile Recharge,iOS,Imphal,Manipur,Jalgaon,Maharashtra,0
6150,1512,489,556,994.42,23,Thursday,99.69,0,1,BHIM,Completed,Electricity Bill,Android,Asansol,West Bengal,Agra,Uttar Pradesh,1
6151,997,1249,123,4060.23,22,Monday,-91.62,1,0,Paytm,Pending,Mobile Recharge,Windows,Bathinda,Punjab,Delhi,Delhi,0
6152,986,261,580,2644.68,9,Sunday,-22.73,0,0,Paytm,Failed,DTH Recharge,MacOS,Lucknow,Uttar Pradesh,Anantapur,Andhra Pradesh,0
6153,873,828,155,3782.14,8,Thursday,48.08,1,0,PhonePe,Completed,Food Delivery,iOS,Karimnagar,Telangana,Meerut,Uttar Pradesh,0
6154,813,506,684,2447.45,5,Saturday,-76.41,0,1,BHIM,Pending,Online Shopping,Android,Parbhani,Maharashtra,Loni,Uttar Pradesh,1
6155,589,404,627,2850.61,17,Monday,-67.76,0,0,PhonePe,Completed,Healthcare Services,iOS,Thane,Maharashtra,Eluru,Andhra Pradesh,0
6156,1049,306,933,1840.39,12,Saturday,24.98,0,0,GPay,Pending,DTH Recharge,MacOS,Jamnagar,Gujarat,Jammu,Jammu and Kashmir,0
6157,602,111,180,2302.05,11,Sunday,82.87,0,0,BHIM,Pending,Education Fees,iOS,Kollam,Kerala,Firozabad,Uttar Pradesh,0
6158,422,491,346,3089.88,5,Wednesday,17.78,1,1,BHIM,Completed,Travel Booking,iOS,Satna,Madhya Pradesh,Bijapur,Karnataka,0
6159,1904,268,238,2731.96,0,Wednesday,-37.55,0,1,Paytm,Pending,Education Fees,MacOS,Berhampur,Odisha,Kanpur,Uttar Pradesh,0
6160,1210,457,857,725.7,3,Monday,-15.54,0,1,GPay,Failed,Healthcare Services,Windows,Kolkata,West Bengal,Maheshtala,West Bengal,0
6161,472,1271,216,2351.82,12,Thursday,39.66,0,0,PhonePe,Pending,Gas Bill,Windows,Kadapa,Andhra Pradesh,Panipat,Haryana,0
6162,571,727,545,3399.69,8,Saturday,61.13,1,0,Paytm,Failed,Gas Bill,MacOS,Ahmednagar,Maharashtra,Bokaro,Jharkhand,0
6163,1330,1302,297,915.68,7,Friday,19.49,0,0,BHIM,Failed,Electricity Bill,Android,Delhi,Delhi,Erode,Tamil Nadu,0
6164,1897,1058,175,2061.82,8,Wednesday,-35.57,0,0,PhonePe,Failed,DTH Recharge,iOS,Kolhapur,Maharashtra,Karnal,Haryana,0
6165,1709,267,472,3666.04,15,Sunday,-30.48,1,0,BHIM,Failed,Electricity Bill,iOS,Kozhikode,Kerala,Aurangabad,Maharashtra,1
6166,1278,1203,926,1996.92,2,Friday,-37.96,0,1,GPay,Completed,DTH Recharge,MacOS,Varanasi,Uttar Pradesh,Sikar,Rajasthan,0
6167,1185,198,123,3669.67,5,Wednesday,-76.75,1,1,Paytm,Completed,Electricity Bill,Windows,Anantapur,Andhra Pradesh,Nanded,Maharashtra,0
6168,1140,363,992,2958.02,13,Monday,-24.6,0,0,PhonePe,Failed,Mobile Recharge,MacOS,Muzaffarnagar,Uttar Pradesh,Agra,Uttar Pradesh,0
6169,723,1049,877,2581.2,4,Saturday,37.52,0,1,PhonePe,Failed,Food Delivery,iOS,Visakhapatnam,Andhra Pradesh,Anantapur,Andhra Pradesh,0
6170,1952,906,997,4230.93,7,Saturday,-47.07,1,0,GPay,Failed,DTH Recharge,iOS,Kakinada,Andhra Pradesh,Mau,Uttar Pradesh,1
6171,2000,360,787,3180.32,11,Tuesday,34.86,1,0,GPay,Completed,DTH Recharge,Windows,Bhopal,Madhya Pradesh,Vijayawada,Andhra Pradesh,0
6172,1540,1308,934,4789.51,9,Friday,50.1,1,0,Paytm,Pending,Gas Bill,Android,Patna,Bihar,Bhagalpur,Bihar,0
6173,701,255,873,1516.01,3,Monday,-91.56,0,1,PhonePe,Completed,Mobile Recharge,MacOS,Ratlam,Madhya Pradesh,Rohtak,Haryana,1
6174,1564,253,672,1884.56,21,Tuesday,1.91,0,0,PhonePe,Completed,DTH Recharge,iOS,Indore,Madhya Pradesh,Erode,Tamil Nadu,1
6175,16,449,878,3902.92,17,Sunday,94.66,1,0,Paytm,Completed,Electricity Bill,MacOS,Bhavnagar,Gujarat,Bilaspur,Chhattisgarh,0
6176,1269,1354,61,4793.52,14,Sunday,26.8,1,0,GPay,Failed,Online Shopping,Android,Ambarnath,Maharashtra,Kirari Suleman Nagar,Delhi,0
6177,307,542,33,2832.42,1,Friday,-65.25,0,1,Paytm,Failed,Gas Bill,Windows,Imphal,Manipur,Erode,Tamil Nadu,0
6178,1220,130,21,3001.75,7,Sunday,22.28,1,0,Paytm,Completed,DTH Recharge,iOS,Loni,Uttar Pradesh,Coimbatore,Tamil Nadu,0
6179,373,748,757,4566.38,8,Saturday,68.41,1,0,Paytm,Pending,Electricity Bill,Windows,Panihati,West Bengal,Nizamabad,Telangana,1
6180,659,603,159,929.89,16,Wednesday,0.79,0,0,PhonePe,Completed,Online Shopping,iOS,Amravati,Maharashtra,Ozhukarai,Puducherry,0
6181,918,489,255,1179.28,19,Friday,-94.28,0,0,Paytm,Failed,Electricity Bill,Android,Noida,Uttar Pradesh,Karimnagar,Telangana,0
6182,300,423,434,2202.73,4,Wednesday,21.68,0,1,GPay,Completed,Education Fees,Android,Bihar Sharif,Bihar,Barasat,West Bengal,0
6183,1980,730,132,2977.47,4,Friday,-25.16,0,1,BHIM,Completed,Gas Bill,MacOS,Kamarhati,West Bengal,Solapur,Maharashtra,0
6184,1749,848,130,2116.33,14,Wednesday,69.48,0,0,GPay,Failed,DTH Recharge,MacOS,Bhiwandi,Maharashtra,Jammu,Jammu and Kashmir,0
6185,421,1018,351,3215.1,12,Sunday,-57.48,1,0,BHIM,Completed,Education Fees,iOS,Kozhikode,Kerala,Indore,Madhya Pradesh,0
6186,876,1368,723,3132.67,23,Wednesday,-9.0,1,1,GPay,Pending,Online Shopping,iOS,Varanasi,Uttar Pradesh,Dhanbad,Jharkhand,1
6187,684,1030,265,4836.4,10,Friday,-86.65,1,0,GPay,Completed,Healthcare Services,iOS,Surat,Gujarat,Loni,Uttar Pradesh,1
6188,680,1119,334,2571.68,11,Wednesday,-6.18,0,0,PhonePe,Failed,Food Delivery,iOS,Agra,Uttar Pradesh,Chandigarh,Chandigarh,0
6189,322,947,280,1230.28,11,Monday,-41.18,0,0,BHIM,Completed,Water Bill,Windows,Mangalore,Karnataka,Thane,Maharashtra,1
6190,1773,1149,965,141.23,22,Thursday,-52.88,0,0,PhonePe,Pending,Travel Booking,Android,Sagar,Madhya Pradesh,Shivamogga,Karnataka,1
6191,1207,1205,276,76.46,2,Thursday,92.8,0,1,BHIM,Pending,Online Shopping,Windows,Solapur,Maharashtra,Bikaner,Rajasthan,1
6192,102,875,766,2364.24,0,Friday,98.91,0,1,Paytm,Failed,Online Shopping,iOS,New Delhi,Delhi,Nagpur,Maharashtra,0
6193,469,590,992,1624.96,1,Saturday,69.28,0,1,BHIM,Completed,Mobile Recharge,MacOS,Solapur,Maharashtra,Kalyan-Dombivli,Maharashtra,0
6194,1710,533,328,4038.92,19,Thursday,45.45,1,0,PhonePe,Failed,Healthcare Services,iOS,Coimbatore,Tamil Nadu,Agartala,Tripura,1
6195,1132,131,118,4871.85,19,Saturday,78.86,1,0,PhonePe,Failed,Electricity Bill,Android,Bellary,Karnataka,Pune,Maharashtra,1
6196,228,153,289,4195.67,17,Saturday,-75.32,1,0,Paytm,Failed,Gas Bill,Android,Korba,Chhattisgarh,Satna,Madhya Pradesh,0
6197,1813,421,124,2824.18,15,Wednesday,-94.17,0,0,Paytm,Failed,Education Fees,Android,Jamnagar,Gujarat,Thane,Maharashtra,0
6198,1608,154,926,1916.31,13,Monday,-6.49,0,0,PhonePe,Pending,DTH Recharge,MacOS,Indore,Madhya Pradesh,Muzaffarpur,Bihar,0
6199,787,21,439,4380.88,20,Sunday,42.31,1,0,GPay,Failed,Electricity Bill,MacOS,Gandhidham,Gujarat,Jhansi,Uttar Pradesh,1
6200,196,181,554,3650.41,6,Saturday,-95.6,1,0,PhonePe,Failed,Healthcare Services,iOS,Kirari Suleman Nagar,Delhi,Kota,Rajasthan,0
6201,1351,602,743,3101.88,8,Monday,-45.32,1,0,Paytm,Pending,Mobile Recharge,iOS,Indore,Madhya Pradesh,Lucknow,Uttar Pradesh,0
6202,658,462,104,733.04,12,Sunday,-41.85,0,0,BHIM,Failed,Food Delivery,MacOS,Puducherry,Puducherry,Solapur,Maharashtra,1
6203,321,318,298,4657.8,16,Tuesday,-84.22,1,0,GPay,Completed,Gas Bill,MacOS,Kanpur,Uttar Pradesh,Pimpri-Chinchwad,Maharashtra,0
6204,284,850,295,3478.47,18,Monday,-34.41,1,0,BHIM,Failed,Travel Booking,iOS,Indore,Madhya Pradesh,Ambattur,Tamil Nadu,0
6205,492,1100,874,1619.95,5,Sunday,-94.62,0,1,BHIM,Failed,Food Delivery,iOS,Meerut,Uttar Pradesh,Avadi,Tamil Nadu,0
6206,666,831,866,4260.5,17,Monday,75.63,1,0,BHIM,Failed,Online Shopping,MacOS,Davanagere,Karnataka,Indore,Madhya Pradesh,1
6207,1163,1364,604,519.63,0,Saturday,93.14,0,1,BHIM,Failed,Food Delivery,Android,Ulhasnagar,Maharashtra,Ujjain,Madhya Pradesh,1
6208,1783,526,839,25.74,16,Saturday,30.44,0,0,Paytm,Completed,Education Fees,MacOS,Gorakhpur,Uttar Pradesh,Jalna,Maharashtra,0
6209,931,1029,269,3597.79,23,Sunday,47.03,1,1,Paytm,Failed,Water Bill,MacOS,Karimnagar,Telangana,Aizawl,Mizoram,1
6210,120,984,837,3278.46,1,Monday,64.84,1,1,BHIM,Pending,Healthcare Services,Android,Sangli-Miraj & Kupwad,Maharashtra,Varanasi,Uttar Pradesh,0
6211,1339,1383,953,66.45,20,Thursday,-84.99,0,0,PhonePe,Pending,Online Shopping,MacOS,Begusarai,Bihar,Kakinada,Andhra Pradesh,1
6212,911,837,856,364.47,0,Wednesday,80.01,0,1,GPay,Failed,Healthcare Services,Android,Akola,Maharashtra,Jaipur,Rajasthan,0
6213,1424,1328,536,563.58,17,Monday,-91.21,0,0,BHIM,Completed,Education Fees,MacOS,Meerut,Uttar Pradesh,Shivamogga,Karnataka,0
6214,1341,1318,275,1277.08,9,Tuesday,71.44,0,0,Paytm,Pending,DTH Recharge,MacOS,Kulti,West Bengal,Bharatpur,Rajasthan,0
6215,715,832,594,322.44,12,Thursday,36.06,0,0,PhonePe,Failed,Education Fees,Windows,Mysore,Karnataka,Agra,Uttar Pradesh,0
6216,16,1164,280,3396.17,22,Thursday,-73.63,1,0,Paytm,Failed,Travel Booking,Windows,Bhavnagar,Gujarat,Sikar,Rajasthan,0
6217,1311,272,180,443.45,1,Friday,61.11,0,1,BHIM,Pending,Travel Booking,iOS,Bardhaman,West Bengal,Jhansi,Uttar Pradesh,1
6218,1741,1,8,1492.58,18,Thursday,57.45,0,0,BHIM,Pending,Food Delivery,Windows,Nellore,Andhra Pradesh,Sonipat,Haryana,0
6219,1837,912,682,1844.18,9,Saturday,88.42,0,0,PhonePe,Failed,DTH Recharge,MacOS,Kamarhati,West Bengal,Kota,Rajasthan,0
6220,161,572,476,2793.16,20,Friday,44.45,0,0,Paytm,Failed,Online Shopping,iOS,Kalyan-Dombivli,Maharashtra,Kochi,Kerala,0
6221,412,294,475,2954.74,18,Sunday,96.18,0,0,BHIM,Completed,Travel Booking,iOS,Gwalior,Madhya Pradesh,Baranagar,West Bengal,0
6222,917,966,463,47.76,14,Thursday,-66.0,0,0,PhonePe,Completed,Water Bill,Android,Kamarhati,West Bengal,Agra,Uttar Pradesh,0
6223,1603,932,677,4696.85,3,Monday,-37.26,1,1,PhonePe,Pending,Education Fees,MacOS,Rajpur Sonarpur,West Bengal,Tiruppur,Tamil Nadu,0
6224,1367,140,995,101.0,14,Friday,-47.04,0,0,Paytm,Failed,Gas Bill,Android,Anantapur,Andhra Pradesh,Lucknow,Uttar Pradesh,0
6225,276,466,580,4842.02,3,Monday,-71.11,1,1,GPay,Failed,Online Shopping,MacOS,Ahmednagar,Maharashtra,Rajkot,Gujarat,0
6226,900,774,876,4897.63,16,Saturday,15.58,1,0,GPay,Failed,Water Bill,Android,Kolhapur,Maharashtra,Gulbarga,Karnataka,1
6227,1097,1349,649,721.34,8,Wednesday,-55.34,0,0,BHIM,Pending,Travel Booking,MacOS,Rewa,Madhya Pradesh,Kanpur,Uttar Pradesh,0
6228,833,1215,734,1248.63,18,Wednesday,68.01,0,0,BHIM,Failed,Healthcare Services,iOS,Kulti,West Bengal,Bhilwara,Rajasthan,0
6229,783,62,779,3171.53,3,Tuesday,-57.06,1,1,GPay,Failed,Gas Bill,MacOS,Ahmednagar,Maharashtra,Kota,Rajasthan,0
6230,1719,261,345,584.75,13,Wednesday,-68.83,0,0,GPay,Pending,DTH Recharge,iOS,Delhi,Delhi,Erode,Tamil Nadu,0
6231,369,1235,394,3841.8,20,Friday,-63.74,1,0,BHIM,Failed,Gas Bill,MacOS,Ambattur,Tamil Nadu,Bijapur,Karnataka,1
6232,1073,1155,891,851.49,5,Friday,8.43,0,1,GPay,Pending,Mobile Recharge,MacOS,Bhilwara,Rajasthan,Rourkela,Odisha,0
6233,596,808,525,2872.23,1,Thursday,87.48,0,1,BHIM,Failed,Online Shopping,MacOS,Bally,West Bengal,Kadapa,Andhra Pradesh,0
6234,299,145,494,158.78,1,Saturday,-44.42,0,1,PhonePe,Failed,Education Fees,Android,Firozabad,Uttar Pradesh,Solapur,Maharashtra,1
6235,1240,667,216,3894.94,22,Saturday,-16.74,1,0,Paytm,Failed,Online Shopping,Windows,Karimnagar,Telangana,Ambarnath,Maharashtra,0
6236,581,640,425,4282.56,10,Sunday,-38.15,1,0,PhonePe,Completed,Healthcare Services,Android,Kulti,West Bengal,Bikaner,Rajasthan,0
6237,1841,198,415,3624.14,9,Thursday,43.24,1,0,PhonePe,Pending,Electricity Bill,MacOS,Indore,Madhya Pradesh,Nashik,Maharashtra,0
6238,1728,196,499,1104.55,1,Sunday,-11.87,0,1,GPay,Completed,Travel Booking,Android,Berhampur,Odisha,Indore,Madhya Pradesh,1
6239,545,257,120,4018.06,18,Wednesday,34.61,1,0,PhonePe,Pending,Water Bill,iOS,Aurangabad,Maharashtra,Lucknow,Uttar Pradesh,1
6240,54,1421,854,3763.48,8,Monday,44.88,1,0,BHIM,Completed,Education Fees,Windows,Bardhaman,West Bengal,Bally,West Bengal,0
6241,1285,1020,188,1378.27,13,Monday,90.19,0,0,GPay,Completed,Food Delivery,Android,Jodhpur,Rajasthan,Agartala,Tripura,0
6242,37,1150,964,758.46,10,Tuesday,66.92,0,0,BHIM,Completed,DTH Recharge,Windows,Barasat,West Bengal,Dhule,Maharashtra,0
6243,1907,912,802,4449.62,4,Monday,4.41,1,1,Paytm,Pending,DTH Recharge,Windows,Surat,Gujarat,Eluru,Andhra Pradesh,0
6244,1995,128,92,224.99,5,Friday,-25.68,0,1,Paytm,Completed,Travel Booking,Android,Bangalore,Karnataka,Baranagar,West Bengal,0
6245,1179,139,729,1751.39,3,Thursday,-12.66,0,1,Paytm,Pending,DTH Recharge,MacOS,Kadapa,Andhra Pradesh,Ambarnath,Maharashtra,0
6246,1965,227,147,3014.52,22,Thursday,70.48,1,0,BHIM,Failed,Education Fees,Android,Bhopal,Madhya Pradesh,Visakhapatnam,Andhra Pradesh,1
6247,990,252,526,3329.84,11,Wednesday,-13.94,1,0,BHIM,Completed,DTH Recharge,MacOS,Gwalior,Madhya Pradesh,Rohtak,Haryana,0
6248,288,56,70,3261.65,4,Tuesday,-37.01,1,1,BHIM,Failed,Electricity Bill,Windows,Muzaffarpur,Bihar,Gorakhpur,Uttar Pradesh,1
6249,505,449,851,3505.1,19,Wednesday,40.93,1,0,Paytm,Completed,Electricity Bill,Android,Sonipat,Haryana,Kulti,West Bengal,0
6250,468,38,864,4841.7,9,Monday,-51.65,1,0,GPay,Failed,Electricity Bill,Android,Lucknow,Uttar Pradesh,Durgapur,West Bengal,1
6251,762,1315,337,1229.51,7,Sunday,49.5,0,0,GPay,Pending,Healthcare Services,MacOS,Solapur,Maharashtra,Hapur,Uttar Pradesh,0
6252,16,704,570,3464.74,11,Sunday,-66.94,1,0,GPay,Pending,Online Shopping,Windows,Bhavnagar,Gujarat,Junagadh,Gujarat,0
6253,1890,878,72,175.59,8,Sunday,93.78,0,0,GPay,Completed,DTH Recharge,MacOS,Sikar,Rajasthan,Pune,Maharashtra,0
6254,1173,712,762,2646.47,19,Wednesday,-59.46,0,0,GPay,Completed,Food Delivery,iOS,Dehradun,Uttarakhand,Malegaon,Maharashtra,1
6255,665,396,157,1783.78,5,Sunday,34.02,0,1,BHIM,Pending,Electricity Bill,MacOS,Khammam,Telangana,Vasai-Virar,Maharashtra,0
6256,1146,744,896,1504.76,9,Monday,42.65,0,0,GPay,Pending,Electricity Bill,Android,Bijapur,Karnataka,Salem,Tamil Nadu,0
6257,363,696,577,3300.27,12,Saturday,43.34,1,0,Paytm,Failed,Healthcare Services,Android,Warangal,Telangana,Jodhpur,Rajasthan,0
6258,1975,1235,502,1640.02,14,Saturday,42.8,0,0,PhonePe,Completed,Gas Bill,iOS,Patna,Bihar,Nanded,Maharashtra,1
6259,1627,1337,810,2273.86,10,Friday,-96.56,0,0,PhonePe,Failed,DTH Recharge,Android,Nellore,Andhra Pradesh,Gurgaon,Haryana,0
6260,1632,482,198,1794.03,22,Thursday,-7.79,0,0,BHIM,Failed,Travel Booking,Android,Ghaziabad,Uttar Pradesh,Ichalkaranji,Maharashtra,0
6261,753,893,973,109.16,2,Wednesday,18.06,0,1,Paytm,Completed,DTH Recharge,Android,Chandigarh,Chandigarh,Sonipat,Haryana,0
6262,65,981,130,3721.57,2,Monday,-61.39,1,1,Paytm,Pending,Food Delivery,MacOS,Hapur,Uttar Pradesh,Karnal,Haryana,0
6263,1422,164,198,2563.16,8,Friday,77.13,0,0,PhonePe,Failed,Mobile Recharge,Android,Dhule,Maharashtra,Chennai,Tamil Nadu,0
6264,740,320,438,4792.62,21,Friday,24.33,1,0,Paytm,Pending,Education Fees,Windows,Guntur,Andhra Pradesh,Gulbarga,Karnataka,1
6265,347,1044,350,4463.66,16,Tuesday,50.48,1,0,GPay,Completed,Healthcare Services,Windows,Bareilly,Uttar Pradesh,Bikaner,Rajasthan,0
6266,720,646,599,1056.19,11,Thursday,-62.05,0,0,BHIM,Completed,Healthcare Services,MacOS,Chennai,Tamil Nadu,Kalyan-Dombivli,Maharashtra,0
6267,713,876,189,620.11,0,Thursday,31.25,0,1,PhonePe,Completed,Food Delivery,Windows,Junagadh,Gujarat,Kalyan-Dombivli,Maharashtra,1
6268,1930,424,714,3441.2,2,Wednesday,-89.18,1,1,BHIM,Failed,Food Delivery,Android,Tirupati,Andhra Pradesh,Rohtak,Haryana,1
6269,1936,433,760,880.43,9,Monday,84.86,0,0,Paytm,Failed,Food Delivery,iOS,Ujjain,Madhya Pradesh,Sikar,Rajasthan,1
