transaction_id,user_id,merchant_id,device_id,amount,hour,day_of_week,transaction_amount_deviation,is_high_value,is_odd_hour,upi_channel,transaction_status,merchant_category,device_os,default_city,default_state,transaction_city,transaction_state,fraud,transaction_date,transaction_time,
6306,342,715,850,26949,8,Thursday,32.06,1,0,PhonePe,Failed,Shopping,Windows,Durg,Chhattisgarh,Ichalkaranji,Maharashtra,1,6/20/2024,8:36:11 AM,
6307,1263,289,467,3303.63,16,Thursday,36.24,1,0,GPay,Failed,Utilities,Windows,Rajkot,Gujarat,Aurangabad,Maharashtra,0,6/8/2023,4:31:50 PM,
6308,888,986,481,11870.12,19,Monday,57.53,1,0,PayTM,Completed,Food,iOS,Mirzapur,Uttar Pradesh,Jalandhar,Punjab,0,8/28/2023,7:24:10 PM,
6309,1148,792,985,36140.88,19,Monday,35.21,1,0,GPay,Failed,Education,iOS,Dehradun,Uttarakhand,Coimbatore,Tamil Nadu,1,2/19/2024,7:28:32 PM,
6310,468,650,762,9289.3,0,Monday,94.68,1,1,BHIM,Failed,Food,Android,Lucknow,Uttar Pradesh,Hubli-Dharwad,Karnataka,1,3/20/2023,12:47:36 AM,
6311,1676,146,181,975.97,22,Wednesday,-1.26,0,0,PhonePe,Completed,Food,Android,Alwar,Rajasthan,Pimpri-Chinchwad,Maharashtra,0,9/27/2023,10:19:47 PM,
6312,1116,654,180,94196.08,18,Thursday,-7.16,1,0,GPay,Failed,Education,Android,Alwar,Rajasthan,Panihati,West Bengal,1,1/11/2024,6:06:11 PM,
6313,701,1089,752,10391.44,23,Monday,-39.31,1,1,PhonePe,Pending,Food,Android,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,0,10/23/2023,11:51:13 PM,
6314,154,128,366,13502.9,19,Monday,-4.29,1,0,PayTM,Completed,Food,Android,Nashik,Maharashtra,Nashik,Maharashtra,0,4/10/2023,7:32:30 PM,
6315,1071,775,530,4431.72,1,Saturday,3.38,1,1,GPay,Pending,Utilities,Android,Rampur,Uttar Pradesh,Udaipur,Rajasthan,0,3/9/2024,1:02:45 AM,
6316,252,94,825,990.03,20,Thursday,-61.38,0,0,PhonePe,Pending,Shopping,Android,Tumkur,Karnataka,Purnia,Bihar,0,7/6/2023,8:02:35 PM,
6317,938,391,832,5766.78,6,Monday,-38.24,1,0,PhonePe,Pending,Utilities,Android,Nashik,Maharashtra,Ozhukarai,Puducherry,0,1/29/2024,6:41:27 AM,
6318,983,1165,549,1613.69,7,Monday,21.87,0,0,GPay,Pending,Travel,iOS,Belgaum,Karnataka,Raipur,Chhattisgarh,0,11/27/2023,7:45:33 AM,
6319,336,747,74,16704.23,3,Saturday,-31.87,1,1,PhonePe,Failed,Shopping,iOS,Bhavnagar,Gujarat,Eluru,Andhra Pradesh,1,10/28/2023,3:08:52 AM,
6320,1022,1471,58,9461.5,23,Sunday,64,1,1,PhonePe,Pending,Utilities,Android,Bangalore,Karnataka,Korba,Chhattisgarh,0,12/24/2023,11:36:57 PM,
6321,1613,1063,20,2445.05,1,Monday,98.84,0,1,BHIM,Completed,Healthcare,Android,Amritsar,Punjab,Latur,Maharashtra,0,4/24/2023,1:36:40 AM,
6322,1104,858,941,2514.68,16,Monday,-61.22,0,0,PhonePe,Failed,Food,iOS,Tumkur,Karnataka,Bangalore,Karnataka,0,6/26/2023,4:54:18 PM,
6323,1772,920,999,17915.49,5,Saturday,1.76,1,1,GPay,Failed,Utilities,Android,Erode,Tamil Nadu,Kanpur,Uttar Pradesh,1,5/6/2023,5:28:47 AM,
6324,1951,1352,820,11117.13,21,Thursday,62.22,1,0,PhonePe,Pending,Shopping,Android,Bally,West Bengal,Dewas,Madhya Pradesh,0,5/16/2024,9:03:40 PM,
6325,539,899,289,11796.81,17,Saturday,-50.27,1,0,PhonePe,Failed,Travel,iOS,Visakhapatnam,Andhra Pradesh,Pune,Maharashtra,0,8/26/2023,5:14:27 PM,
6326,1579,1111,100,17820.75,12,Friday,-31.15,1,0,GPay,Pending,Utilities,iOS,Patiala,Punjab,Berhampur,Odisha,0,3/3/2023,12:01:22 PM,
6327,389,671,123,2113.19,16,Friday,80.73,0,0,PhonePe,Completed,Shopping,Android,Durgapur,West Bengal,Noida,Uttar Pradesh,0,7/28/2023,4:06:43 PM,
6328,204,1114,666,12565.53,16,Friday,11.86,1,0,GPay,Pending,Food,Android,Barasat,West Bengal,Kota,Rajasthan,0,8/4/2023,4:36:46 PM,
6329,961,1480,482,13919.22,7,Wednesday,45.68,1,0,PayTM,Failed,Shopping,Android,South Dumdum,West Bengal,Panihati,West Bengal,0,4/3/2024,7:16:06 AM,
6330,1095,1067,112,12163.71,2,Friday,97.96,1,1,GPay,Pending,Food,Android,Davanagere,Karnataka,Shahjahanpur,Uttar Pradesh,1,12/15/2023,2:29:22 AM,
6331,243,781,771,9781.78,19,Thursday,98.11,1,0,BHIM,Failed,Utilities,iOS,Agartala,Tripura,Mau,Uttar Pradesh,0,5/11/2023,7:41:34 PM,
6332,1775,1068,25,10360.43,15,Wednesday,60.02,1,0,PhonePe,Completed,Shopping,Android,Muzaffarpur,Bihar,Ujjain,Madhya Pradesh,0,8/30/2023,3:38:47 PM,
6333,1891,624,127,1484.69,2,Monday,6.89,0,1,GPay,Completed,Utilities,Android,Junagadh,Gujarat,Coimbatore,Tamil Nadu,0,12/4/2023,2:13:45 AM,
6334,1303,976,791,7255.14,18,Wednesday,-24.72,1,0,GPay,Failed,Utilities,iOS,Ahmednagar,Maharashtra,Chennai,Tamil Nadu,0,10/18/2023,6:33:09 PM,
6335,501,1361,937,21299.5,7,Monday,42.02,1,0,GPay,Pending,Utilities,Android,Ambattur,Tamil Nadu,Bhagalpur,Bihar,1,2/5/2024,7:49:40 AM,
6336,298,750,33,13251.23,2,Thursday,-66.45,1,1,BHIM,Failed,Travel,Android,Jhansi,Uttar Pradesh,Ghaziabad,Uttar Pradesh,1,12/21/2023,2:05:11 AM,
6337,193,1267,976,6855.29,3,Thursday,-12.55,1,1,GPay,Completed,Food,Windows,Thrissur,Kerala,Gandhidham,Gujarat,0,3/30/2023,3:51:11 AM,
6338,1328,1174,966,8909.36,13,Monday,38.64,1,0,GPay,Completed,Travel,Android,Aurangabad,Maharashtra,Guntur,Andhra Pradesh,0,12/4/2023,1:04:54 PM,
6339,1407,524,789,2826.77,20,Tuesday,-82.05,0,0,PhonePe,Failed,Food,iOS,Etawah,Uttar Pradesh,Parbhani,Maharashtra,0,10/31/2023,8:59:22 PM,
6340,1785,951,174,59081.42,21,Monday,33.78,1,0,PhonePe,Completed,Healthcare,iOS,Maheshtala,West Bengal,Maheshtala,West Bengal,1,5/8/2023,9:19:42 PM,
6341,1744,457,504,92572.28,8,Friday,-96.85,1,0,GPay,Completed,Healthcare,Windows,Amravati,Maharashtra,Guntur,Andhra Pradesh,1,6/21/2024,8:18:05 AM,
6342,810,501,328,3217.4,9,Saturday,56.18,1,0,PhonePe,Completed,Utilities,iOS,Jaipur,Rajasthan,Panipat,Haryana,0,4/27/2024,9:17:54 AM,
6343,528,312,76,17435.3,17,Sunday,-10.31,1,0,BHIM,Completed,Utilities,iOS,Hapur,Uttar Pradesh,Malegaon,Maharashtra,0,4/30/2023,5:38:36 PM,
6344,867,418,295,3388.35,15,Monday,75.48,1,0,PhonePe,Failed,Utilities,Android,Kanpur,Uttar Pradesh,Barasat,West Bengal,0,12/11/2023,3:43:14 PM,
6345,1688,456,778,21708.66,13,Monday,61.05,1,0,PhonePe,Failed,Food,Android,Bijapur,Karnataka,Karimnagar,Telangana,1,6/12/2023,1:10:05 PM,
6346,147,586,68,51165.54,5,Sunday,-68,1,1,PhonePe,Failed,Travel,iOS,Durgapur,West Bengal,Guntur,Andhra Pradesh,1,6/25/2023,5:30:26 AM,
6347,1122,187,734,18031.91,7,Friday,85.98,1,0,PhonePe,Pending,Food,iOS,Bardhaman,West Bengal,Purnia,Bihar,0,6/30/2023,7:12:18 AM,
6348,1410,1396,900,11436.27,0,Wednesday,-12.12,1,1,PhonePe,Failed,Travel,Android,Chandrapur,Maharashtra,Thiruvananthapuram,Kerala,1,3/15/2023,12:01:51 AM,
6349,936,1458,78,9283.87,4,Wednesday,85.36,1,1,PhonePe,Failed,Utilities,Android,Purnia,Bihar,Navi Mumbai,Maharashtra,1,12/6/2023,4:26:37 AM,
6350,1187,34,243,18330.93,12,Saturday,20.73,1,0,PhonePe,Pending,Food,Android,Korba,Chhattisgarh,Nanded,Maharashtra,0,1/21/2023,12:42:46 PM,
6351,1385,465,227,19474.18,10,Saturday,-62.19,1,0,GPay,Failed,Shopping,Android,Lucknow,Uttar Pradesh,Loni,Uttar Pradesh,1,10/28/2023,10:25:12 AM,
6352,739,81,814,13216.5,23,Monday,6.66,1,1,PhonePe,Completed,Shopping,Android,Dewas,Madhya Pradesh,Shivamogga,Karnataka,0,1/15/2024,11:24:16 PM,
6353,614,684,616,74037.32,19,Tuesday,52.95,1,0,PayTM,Completed,Utilities,Android,Bokaro,Jharkhand,Bhopal,Madhya Pradesh,1,12/12/2023,7:45:48 PM,
6354,1214,140,669,14879.7,12,Wednesday,-23.67,1,0,PayTM,Pending,Shopping,Android,Baranagar,West Bengal,Bareilly,Uttar Pradesh,0,5/29/2024,12:34:41 PM,
6355,711,811,969,9702.86,5,Saturday,99.59,1,1,PhonePe,Pending,Education,Windows,Vadodara,Gujarat,Arrah,Bihar,0,12/16/2023,5:10:54 AM,
6356,623,80,445,9887.38,19,Thursday,75.26,1,0,GPay,Pending,Utilities,iOS,Patiala,Punjab,Tiruvottiyur,Tamil Nadu,0,7/13/2023,7:09:12 PM,
6357,1123,856,399,19736.7,15,Sunday,-58.37,1,0,GPay,Pending,Food,Windows,Jalna,Maharashtra,Ambarnath,Maharashtra,0,6/25/2023,3:42:01 PM,
6358,210,1101,453,4482.7,13,Saturday,-20.52,1,0,GPay,Failed,Travel,Windows,Erode,Tamil Nadu,Kamarhati,West Bengal,0,4/29/2023,1:50:43 PM,
6359,277,409,738,19393.98,23,Sunday,-39.72,1,1,PhonePe,Failed,Shopping,Android,Akola,Maharashtra,Bally,West Bengal,1,3/24/2024,11:08:03 PM,
6360,675,842,856,84949.16,15,Friday,-65.63,1,0,PhonePe,Completed,Shopping,iOS,Ujjain,Madhya Pradesh,Panihati,West Bengal,1,1/27/2023,3:50:36 PM,
6361,723,362,637,646.36,4,Thursday,-51.43,0,1,PayTM,Failed,Food,Windows,Visakhapatnam,Andhra Pradesh,Karimnagar,Telangana,0,12/14/2023,4:27:19 AM,
6362,1637,399,407,18814.66,21,Sunday,86.35,1,0,PhonePe,Pending,Food,Android,Vasai-Virar,Maharashtra,Ahmedabad,Gujarat,1,1/29/2023,9:28:35 PM,
6363,224,5,310,563.76,18,Saturday,24.88,0,0,PhonePe,Failed,Utilities,Windows,Korba,Chhattisgarh,Parbhani,Maharashtra,0,10/28/2023,6:21:51 PM,
6364,348,810,278,18108.27,8,Saturday,-29.8,1,0,PayTM,Pending,Education,iOS,Shivamogga,Karnataka,Howrah,West Bengal,0,3/2/2024,8:58:00 AM,
6365,740,1175,251,2026.93,1,Monday,68.52,0,1,BHIM,Pending,Healthcare,Android,Guntur,Andhra Pradesh,Rewa,Madhya Pradesh,0,1/9/2023,1:15:57 AM,
6366,1187,1016,243,6844.2,5,Saturday,17.64,1,1,PhonePe,Pending,Healthcare,Android,Korba,Chhattisgarh,Dhule,Maharashtra,0,8/5/2023,5:17:14 AM,
6367,1450,647,630,6856.84,10,Friday,14.87,1,0,PayTM,Pending,Utilities,iOS,Bilaspur,Chhattisgarh,Ahmednagar,Maharashtra,0,6/7/2024,10:20:45 AM,
6368,776,433,935,4102.38,7,Tuesday,12.12,1,0,GPay,Completed,Shopping,Android,Rajahmundry,Andhra Pradesh,Davanagere,Karnataka,0,11/28/2023,7:45:19 AM,
6369,1846,529,688,19166.67,21,Friday,-39.41,1,0,GPay,Pending,Utilities,Android,Karnal,Haryana,Khammam,Telangana,0,6/14/2024,9:25:52 PM,
6370,259,882,784,11240.42,21,Saturday,75.26,1,0,PhonePe,Pending,Food,Android,New Delhi,Delhi,New Delhi,Delhi,0,3/23/2024,9:16:52 PM,
6371,330,440,337,19329.3,8,Friday,-30.13,1,0,PhonePe,Failed,Healthcare,Android,Alwar,Rajasthan,Imphal,Manipur,0,4/19/2024,8:39:44 AM,
6372,1589,1178,773,3653.23,17,Monday,-17.11,1,0,GPay,Failed,Shopping,Android,Gorakhpur,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,0,4/24/2023,5:52:35 PM,
6373,1111,980,274,13309.09,12,Saturday,17.31,1,0,PayTM,Pending,Education,Windows,Amravati,Maharashtra,Warangal,Telangana,0,2/11/2023,12:40:59 PM,
6374,1534,675,666,5359.62,9,Sunday,30.11,1,0,PhonePe,Completed,Shopping,Android,New Delhi,Delhi,Gopalpur,Odisha,0,3/24/2024,9:31:36 AM,
6375,1897,1081,547,14499.69,2,Sunday,-82.72,1,1,GPay,Failed,Food,Android,Kolhapur,Maharashtra,Chandrapur,Maharashtra,1,2/11/2024,2:42:41 AM,
6376,866,825,603,90169.64,20,Friday,71.16,1,0,PhonePe,Completed,Education,iOS,Sangli-Miraj & Kupwad,Maharashtra,Prayagraj,Uttar Pradesh,0,12/22/2023,8:44:49 PM,
6377,1894,589,312,11574.34,8,Sunday,51.65,1,0,BHIM,Completed,Utilities,iOS,Malegaon,Maharashtra,Kozhikode,Kerala,0,4/14/2024,8:59:49 AM,
6378,1489,754,946,26662.14,0,Wednesday,55.96,1,1,GPay,Failed,Utilities,Android,Bokaro,Jharkhand,Pimpri-Chinchwad,Maharashtra,1,6/19/2024,12:33:11 AM,
6379,1319,1436,863,50892.93,15,Tuesday,-75.67,1,0,GPay,Pending,Travel,Android,Mumbai,Maharashtra,Patna,Bihar,1,8/15/2023,3:21:56 PM,
6380,1408,1362,520,13858.34,2,Wednesday,-78.05,1,1,PhonePe,Completed,Food,iOS,Firozabad,Uttar Pradesh,Salem,Tamil Nadu,1,3/8/2023,2:15:07 AM,
6381,1655,82,916,2614.42,21,Wednesday,97.87,0,0,PayTM,Pending,Food,Android,Gulbarga,Karnataka,Rajkot,Gujarat,0,2/28/2024,9:10:34 PM,
6382,885,127,41,25664.7,17,Sunday,75.46,1,0,BHIM,Failed,Utilities,Windows,Nizamabad,Telangana,Bilaspur,Chhattisgarh,1,4/23/2023,5:16:06 PM,
6383,1313,871,295,18459.88,7,Tuesday,94.17,1,0,PhonePe,Pending,Utilities,Android,Nizamabad,Telangana,Indore,Madhya Pradesh,1,2/21/2023,7:35:09 AM,
6384,711,212,969,3232.45,18,Tuesday,-47.69,1,0,PhonePe,Pending,Education,Windows,Vadodara,Gujarat,Madurai,Tamil Nadu,0,9/19/2023,6:00:11 PM,
6385,1272,1115,302,6032.54,3,Monday,74.47,1,1,PhonePe,Pending,Shopping,Android,Jabalpur,Madhya Pradesh,South Dumdum,West Bengal,0,4/22/2024,3:14:09 AM,
6386,1075,505,893,14134.48,11,Thursday,-26.85,1,0,PhonePe,Pending,Shopping,iOS,Jamshedpur,Jharkhand,Dewas,Madhya Pradesh,0,8/31/2023,11:56:05 AM,
6387,423,1023,361,15856.02,9,Monday,-62.59,1,0,GPay,Completed,Utilities,Windows,Aligarh,Uttar Pradesh,Tiruchirappalli,Tamil Nadu,0,7/17/2023,9:53:58 AM,
6388,1092,182,515,15034.86,5,Sunday,53.21,1,1,PhonePe,Failed,Shopping,iOS,Chennai,Tamil Nadu,Davanagere,Karnataka,1,5/5/2024,5:35:15 AM,
6389,1537,1237,644,8427.11,2,Thursday,-93.59,1,1,PayTM,Failed,Shopping,Android,Karnal,Haryana,Nanded,Maharashtra,1,5/4/2023,2:58:19 AM,
6390,1357,1169,454,6813.06,12,Monday,-44.29,1,0,PhonePe,Completed,Utilities,Android,Pali,Rajasthan,Purnia,Bihar,0,2/26/2024,12:41:49 PM,
6391,1343,865,979,739.7,6,Monday,-70.49,0,0,PhonePe,Failed,Food,Android,Etawah,Uttar Pradesh,Aligarh,Uttar Pradesh,0,3/18/2024,6:56:31 AM,
6392,565,546,477,7413.89,8,Tuesday,33.38,1,0,GPay,Pending,Education,iOS,Shivamogga,Karnataka,Guwahati,Assam,0,6/11/2024,8:25:42 AM,
6393,1197,1095,791,6061.49,16,Wednesday,18.42,1,0,PayTM,Completed,Food,iOS,Sonipat,Haryana,Kolhapur,Maharashtra,0,6/12/2024,4:27:52 PM,
6394,1470,456,408,17299.94,4,Tuesday,99.45,1,1,GPay,Failed,Food,Android,Salem,Tamil Nadu,Tiruppur,Tamil Nadu,1,6/27/2023,4:36:53 AM,
6395,1929,557,491,13889.92,9,Sunday,-0.86,1,0,PhonePe,Failed,Utilities,iOS,Baranagar,West Bengal,Etawah,Uttar Pradesh,0,10/1/2023,9:55:54 AM,
6396,530,1289,280,2031.62,2,Saturday,-92.27,0,1,PhonePe,Failed,Utilities,iOS,Kadapa,Andhra Pradesh,Belgaum,Karnataka,0,6/1/2024,2:13:11 AM,
6397,930,633,87,3276.74,12,Friday,-23.91,1,0,PayTM,Completed,Education,iOS,Nellore,Andhra Pradesh,Firozabad,Uttar Pradesh,0,2/16/2024,12:06:27 PM,
6398,1740,506,376,3130.27,23,Saturday,-7.49,1,1,PhonePe,Completed,Travel,Android,Kadapa,Andhra Pradesh,Dewas,Madhya Pradesh,0,10/21/2023,11:11:51 PM,
6399,391,1425,674,8899.9,6,Friday,-32.54,1,0,PhonePe,Completed,Travel,Windows,Etawah,Uttar Pradesh,Panihati,West Bengal,0,3/15/2024,6:57:40 AM,
6400,266,1347,446,19633.78,22,Sunday,-48.46,1,0,PhonePe,Failed,Shopping,Android,Aurangabad,Maharashtra,Kozhikode,Kerala,1,7/16/2023,10:43:19 PM,
6401,707,1317,386,10586.71,3,Friday,-97.84,1,1,PhonePe,Failed,Utilities,Android,Rajahmundry,Andhra Pradesh,Gandhidham,Gujarat,1,9/8/2023,3:43:01 AM,
6402,1758,1007,53,19262.29,8,Wednesday,60.52,1,0,PhonePe,Failed,Education,iOS,Ludhiana,Punjab,Rajahmundry,Andhra Pradesh,1,8/23/2023,8:41:42 AM,
6403,1661,1153,885,13126.12,10,Monday,-53.49,1,0,GPay,Pending,Food,iOS,Jodhpur,Rajasthan,Kolkata,West Bengal,0,5/1/2023,10:45:57 AM,
6404,99,1186,464,18560.73,3,Thursday,-68.15,1,1,PhonePe,Completed,Utilities,Android,Gurgaon,Haryana,Alwar,Rajasthan,1,8/24/2023,3:05:08 AM,
6405,361,841,251,11147.66,13,Saturday,81.56,1,0,PhonePe,Failed,Utilities,Android,Varanasi,Uttar Pradesh,Rewa,Madhya Pradesh,1,5/11/2024,1:22:04 PM,
6406,96,902,505,98598.99,3,Wednesday,44.52,1,1,GPay,Failed,Shopping,iOS,Farrukhabad,Uttar Pradesh,Saharanpur,Uttar Pradesh,1,9/27/2023,3:20:10 AM,
6407,1770,1040,156,10618.19,14,Saturday,-73,1,0,BHIM,Completed,Utilities,iOS,Tirupati,Andhra Pradesh,Cuttack,Odisha,0,1/13/2024,2:51:55 PM,
6408,232,933,511,12287.32,6,Thursday,28.23,1,0,PhonePe,Failed,Travel,Android,Puducherry,Puducherry,Madurai,Tamil Nadu,0,7/13/2023,6:50:42 AM,
6409,1116,1395,572,10271.95,14,Tuesday,-83.83,1,0,PhonePe,Completed,Food,Android,Alwar,Rajasthan,Jamshedpur,Jharkhand,0,3/5/2024,2:29:47 PM,
6410,672,118,517,4680.4,2,Monday,-14.48,1,1,GPay,Failed,Utilities,Android,Darbhanga,Bihar,Puducherry,Puducherry,0,12/4/2023,2:29:56 AM,
6411,766,1252,919,57296.62,2,Tuesday,-61.81,1,1,GPay,Failed,Education,Android,Guntur,Andhra Pradesh,Bardhaman,West Bengal,1,2/14/2023,2:11:07 AM,
6412,1322,1294,703,16576.45,16,Tuesday,2.3,1,0,PhonePe,Pending,Utilities,Android,Mathura,Uttar Pradesh,Satna,Madhya Pradesh,0,3/5/2024,4:55:00 PM,
6413,284,1075,67,19084.44,22,Friday,9.73,1,0,GPay,Completed,Shopping,Windows,Indore,Madhya Pradesh,Bhilwara,Rajasthan,0,5/12/2023,10:44:28 PM,
6414,246,1159,275,9859.86,18,Monday,-28.26,1,0,PhonePe,Pending,Utilities,Android,Purnia,Bihar,Bareilly,Uttar Pradesh,0,4/29/2024,6:18:15 PM,
6415,433,787,454,17075.77,7,Friday,-31.77,1,0,PayTM,Pending,Utilities,Android,Rampur,Uttar Pradesh,Mira-Bhayandar,Maharashtra,0,8/11/2023,7:14:31 AM,
6416,840,1000,649,16151.93,16,Friday,-71.85,1,0,PayTM,Completed,Food,Android,Bhilai,Chhattisgarh,Faridabad,Haryana,0,5/3/2024,4:23:19 PM,
6417,1777,1443,746,14365.21,23,Tuesday,34.3,1,1,PhonePe,Failed,Travel,Android,Nizamabad,Telangana,Akola,Maharashtra,1,4/4/2023,11:47:26 PM,
6418,1518,511,138,13586.46,9,Thursday,75.72,1,0,PhonePe,Completed,Travel,Android,Vijayawada,Andhra Pradesh,Gaya,Bihar,0,4/11/2024,9:28:41 AM,
6419,339,371,458,66437.39,12,Monday,-5.57,1,0,PhonePe,Failed,Travel,Windows,Kollam,Kerala,Kozhikode,Kerala,1,4/1/2024,12:34:34 PM,
6420,68,1091,480,1678.3,3,Thursday,66.16,0,1,BHIM,Failed,Food,Android,Solapur,Maharashtra,Bihar Sharif,Bihar,0,8/3/2023,3:21:43 AM,
6421,435,886,840,8743.69,22,Monday,-53.72,1,0,GPay,Failed,Utilities,iOS,Delhi,Delhi,Puducherry,Puducherry,0,5/1/2023,10:24:26 PM,
6422,1524,40,689,3047.2,11,Friday,-48.81,1,0,PayTM,Pending,Travel,iOS,Baranagar,West Bengal,Ulhasnagar,Maharashtra,0,5/12/2023,11:26:35 AM,
6423,1503,360,656,9206.14,6,Friday,-79.22,1,0,PhonePe,Failed,Shopping,iOS,Srinagar,Jammu and Kashmir,Rourkela,Odisha,1,3/24/2023,6:19:54 AM,
6424,1713,1312,671,71565.8,0,Friday,84.19,1,1,GPay,Failed,Travel,Android,Sikar,Rajasthan,Gorakhpur,Uttar Pradesh,1,4/21/2023,12:15:02 AM,
6425,242,1089,340,622.5,17,Friday,29.88,0,0,GPay,Completed,Food,iOS,Khammam,Telangana,Kadapa,Andhra Pradesh,0,4/7/2023,5:43:43 PM,
6426,208,1367,719,8510.3,8,Monday,-68.77,1,0,GPay,Completed,Food,Android,Kadapa,Andhra Pradesh,Alwar,Rajasthan,0,5/29/2023,8:23:21 AM,
6427,127,230,563,14819.31,18,Sunday,18.94,1,0,GPay,Failed,Healthcare,iOS,Asansol,West Bengal,Dehradun,Uttarakhand,1,5/14/2023,6:40:30 PM,
6428,1582,1271,534,17681.94,19,Saturday,3.94,1,0,PhonePe,Pending,Food,Windows,Purnia,Bihar,Ajmer,Rajasthan,0,1/14/2023,7:30:17 PM,
6429,1132,629,872,16761.2,3,Monday,-42.36,1,1,PhonePe,Completed,Utilities,Android,Bellary,Karnataka,Hubli-Dharwad,Karnataka,1,10/30/2023,3:50:49 AM,
6430,464,885,1,6757.34,3,Monday,25.16,1,1,PhonePe,Failed,Utilities,Android,Bhatpara,West Bengal,South Dumdum,West Bengal,1,11/20/2023,3:18:20 AM,
6431,1988,747,422,17014.06,8,Saturday,-12.67,1,0,PhonePe,Pending,Shopping,Android,Ghaziabad,Uttar Pradesh,New Delhi,Delhi,0,4/13/2024,8:44:56 AM,
6432,381,465,740,6366.5,19,Sunday,-16.62,1,0,GPay,Pending,Shopping,Android,Kolkata,West Bengal,Rajpur Sonarpur,West Bengal,0,6/2/2024,7:45:01 PM,
6433,288,927,678,13582.79,17,Friday,32.23,1,0,PhonePe,Pending,Utilities,iOS,Muzaffarpur,Bihar,Durg,Chhattisgarh,0,6/23/2023,5:51:14 PM,
6434,1292,11,120,43993.85,8,Wednesday,59.85,1,0,PhonePe,Failed,Food,Windows,Kanpur,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,1,8/16/2023,8:28:35 AM,
6435,1866,790,600,11650.9,17,Sunday,-95.3,1,0,GPay,Pending,Utilities,Android,Khammam,Telangana,Pali,Rajasthan,0,1/14/2024,5:33:25 PM,
6436,561,110,564,14162.53,21,Sunday,75.7,1,0,BHIM,Pending,Utilities,Android,Farrukhabad,Uttar Pradesh,Hapur,Uttar Pradesh,1,5/7/2023,9:37:26 PM,
6437,782,357,407,4156.32,4,Saturday,27.45,1,1,GPay,Completed,Healthcare,Android,Madurai,Tamil Nadu,Panihati,West Bengal,0,11/11/2023,4:12:02 AM,
6438,1689,145,826,9397.44,16,Saturday,-87.97,1,0,GPay,Failed,Food,Android,Amritsar,Punjab,Nellore,Andhra Pradesh,1,4/20/2024,4:47:48 PM,
6439,1317,1072,192,17568.08,16,Tuesday,-94.77,1,0,PhonePe,Pending,Shopping,Android,Durg,Chhattisgarh,Bally,West Bengal,0,10/10/2023,4:35:44 PM,
6440,942,1417,571,9386.08,2,Thursday,-98.21,1,1,PhonePe,Completed,Food,Android,Ratlam,Madhya Pradesh,Ranchi,Jharkhand,0,2/23/2023,2:58:07 AM,
6441,1696,624,872,20906.37,3,Thursday,25.27,1,1,PhonePe,Failed,Utilities,Android,Ahmednagar,Maharashtra,Kamarhati,West Bengal,1,2/1/2024,3:20:55 AM,
6442,1029,557,129,54965.08,5,Thursday,9.42,1,1,PayTM,Completed,Utilities,Android,Mumbai,Maharashtra,South Dumdum,West Bengal,1,1/25/2024,5:54:05 AM,
6443,649,698,607,10102.69,12,Friday,10.43,1,0,PhonePe,Pending,Food,Android,Begusarai,Bihar,Vijayawada,Andhra Pradesh,0,8/4/2023,12:10:59 PM,
6444,1617,524,232,15840.18,5,Friday,-52.56,1,1,GPay,Pending,Food,Android,Thrissur,Kerala,Dhule,Maharashtra,0,3/29/2024,5:13:27 AM,
6445,1667,1001,60,11365.06,21,Monday,-7.55,1,0,PayTM,Pending,Food,Android,Bhopal,Madhya Pradesh,Aizawl,Mizoram,0,12/18/2023,9:36:50 PM,
6446,1805,571,75,17736.65,18,Thursday,34.64,1,0,PhonePe,Pending,Utilities,Windows,Bhilwara,Rajasthan,Amravati,Maharashtra,0,1/4/2024,6:46:55 PM,
6447,1201,1354,931,1075.68,0,Friday,47.44,0,1,PhonePe,Completed,Travel,iOS,Delhi,Delhi,Bareilly,Uttar Pradesh,0,5/19/2023,12:55:56 AM,
6448,1231,1046,5,9972.65,16,Monday,49.5,1,0,PayTM,Completed,Utilities,Android,Ghaziabad,Uttar Pradesh,Patna,Bihar,0,2/5/2024,4:31:38 PM,
6449,889,1004,931,7224.66,8,Monday,24.74,1,0,PhonePe,Pending,Utilities,iOS,Bally,West Bengal,Sikar,Rajasthan,0,5/20/2024,8:27:37 AM,
6450,1674,795,469,93695.52,3,Wednesday,-3.81,1,1,BHIM,Failed,Shopping,Android,Nizamabad,Telangana,Guntur,Andhra Pradesh,1,1/31/2024,3:39:05 AM,
6451,176,609,786,73929.01,14,Friday,63.75,1,0,BHIM,Failed,Healthcare,iOS,Ujjain,Madhya Pradesh,Warangal,Telangana,1,6/21/2024,2:34:46 PM,
6452,29,1128,934,43441.61,7,Wednesday,96.59,1,0,PhonePe,Completed,Utilities,Android,Visakhapatnam,Andhra Pradesh,Malegaon,Maharashtra,1,7/19/2023,7:00:49 AM,
6453,718,156,85,11350.38,16,Saturday,41.76,1,0,BHIM,Failed,Utilities,Android,Panihati,West Bengal,Thrissur,Kerala,0,4/15/2023,4:53:33 PM,
6454,494,327,760,1755.18,9,Sunday,-24.68,0,0,PayTM,Failed,Healthcare,Android,Eluru,Andhra Pradesh,Bhavnagar,Gujarat,0,2/12/2023,9:04:23 AM,
